Bulan,Course,Category,Jumlah Partisipan,Kecepatan pelayanan,Kemudahan fungsi fungsi untuk digunakan,Kemudahan nama situs untuk diingat,Kemudahan situs untuk dipahami,Kemudahan untuk dihubungi,Kemudahan untuk dipahami,Kenyamanan dalam mempelajari materi,Keramahan petugas,Manfaat terhadap tugas,Pengetahuan terhadap situs,Sistematika Penulisan,Tampilan situs,Final Score
4,Paradigma Spiritual,Business Enabler / Enterprise Management (EL-EEM),2,100.00,95.56,95.56,95.56,100.00,95.56,95.56,100.00,95.56,100.00,95.56,95.56,97.04
4,Pengantar Pengadaan Barang dan Jasa,Business Enabler / Enterprise Management (EL-EEM),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,PMBOK,Business Enabler / Enterprise Management (EL-EEM),82,91.04,90.25,90.56,90.45,90.54,90.99,89.42,90.57,91.83,90.93,90.41,89.71,90.56
4,Project Cost Management,Business Enabler / Enterprise Management (EL-EEM),47,89.83,89.83,90.11,89.60,89.71,90.62,90.17,89.83,90.78,90.60,90.67,89.89,90.14
4,Project Management (PM) Human Resource,Business Enabler / Enterprise Management (EL-EEM),18,93.16,92.22,92.33,92.75,93.16,92.33,92.88,93.16,93.33,93.16,92.97,92.22,92.81
4,Project Management (PM) Risk Management,Business Enabler / Enterprise Management (EL-EEM),10,90.50,88.95,89.74,87.27,90.50,89.74,89.74,90.50,90.50,90.50,89.74,89.74,89.79
4,Project Management Process,Business Enabler / Enterprise Management (EL-EEM),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Project Time Management,Business Enabler / Enterprise Management (EL-EEM),25,89.78,89.23,90.74,89.89,90.75,88.89,89.89,89.57,89.47,90.22,89.23,89.89,89.8
4,Sistem Manajemen Performansi,Business Enabler / Enterprise Management (EL-EEM),5,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38,92.38
4,Spiritual (Hindu) Membangun Motivasi Kerja menuju Hidup Berkesadaran,Business Enabler / Enterprise Management (EL-EEM),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
4,Spiritual (Islam) Bekerja Billah,Business Enabler / Enterprise Management (EL-EEM),19,90.88,93.25,92.63,92.78,90.88,93.85,93.25,90.88,94.76,91.00,93.66,92.27,92.51
4,Spiritual (Islam) Bekerja Dengan Rasa Cinta dan Syukur,Business Enabler / Enterprise Management (EL-EEM),12,94.23,93.85,92.44,94.72,92.61,94.23,92.80,91.84,93.85,93.33,94.72,94.23,93.57
4,Spiritual (Islam) Bekerja Ma allah,Business Enabler / Enterprise Management (EL-EEM),4,93.85,95.56,95.56,95.56,97.14,92.94,92.94,97.14,92.94,97.14,95.56,92.94,94.94
4,Spiritual (Kristen) Membangun Spiritualitas Kerja,Business Enabler / Enterprise Management (EL-EEM),3,93.85,93.85,91.67,91.67,93.85,91.67,91.67,93.85,91.67,93.85,91.67,91.67,92.58
4,Spiritual (Kristen) modul 2 Do your best for God,Business Enabler / Enterprise Management (EL-EEM),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Company Profile PT Dayamitra Telekomunikasi,CLASSICAL SUPPORT,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Regulasi Menara,CLASSICAL SUPPORT,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,9 Core Element of Marketing,Commerce & Relations (EL-COR),2,85.71,85.71,85.71,83.33,85.71,83.33,85.71,85.71,85.71,85.71,83.33,85.71,85.12
4,Churn Management,Commerce & Relations (EL-COR),1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
4,Community Marketing,Commerce & Relations (EL-COR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Competitive Intelligence,Commerce & Relations (EL-COR),3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Competitor & Competitive Intellegence (APC),Commerce & Relations (EL-COR),2,95.56,95.56,92.50,95.56,92.50,95.56,95.56,95.56,95.56,92.50,95.56,95.56,94.8
4,Complaint Handling,Commerce & Relations (EL-COR),1,80.00,80.00,80.00,80.00,80.00,90.00,0,80.00,90.00,80.00,90.00,80.00,75.83
4,Consultative Selling,Commerce & Relations (EL-COR),1,90.00,100.00,100.00,100.00,90.00,100.00,100.00,90.00,100.00,90.00,100.00,100.00,96.67
4,Consumer Behaviour,Commerce & Relations (EL-COR),1,0,0,0,0,0,90.00,90.00,0,90.00,0,90.00,0,30
4,Customer Care,Commerce & Relations (EL-COR),3,97.14,97.14,97.14,97.14,97.14,95.56,97.14,97.14,97.14,97.14,97.14,97.14,97.01
4,Customer Focus Selling,Commerce & Relations (EL-COR),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
4,CX Transformation Program Behavior Skill Sales Agent,Commerce & Relations (EL-COR),3,95.56,95.56,100.00,100.00,100.00,100.00,95.56,100.00,93.85,95.56,97.14,100.00,97.77
4,CX Transformation Program Communication Skill Sales Agent,Commerce & Relations (EL-COR),6,90.83,90.83,90.83,91.00,90.83,90.83,90.83,90.83,92.00,90.83,90.83,90.83,90.94
4,CX Transformation Program Communication Skill Technician Assurance,Commerce & Relations (EL-COR),6,89.57,89.57,89.57,89.57,89.57,91.67,89.57,89.57,91.67,91.67,89.57,89.57,90.1
4,CX Transformation Program Communication Skill Technician Fulfillment,Commerce & Relations (EL-COR),9,92.43,92.43,92.43,91.11,91.11,91.11,88.82,92.43,92.43,91.11,91.11,92.43,91.58
4,Dasar Komunikasi,Commerce & Relations (EL-COR),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Product Knowledge HBO GO,Commerce & Relations (EL-COR),16,90.94,90.65,92.42,90.32,92.42,92.12,91.69,92.12,91.38,91.69,92.12,90.94,91.57
4,Product Knowledge In House Channel,Commerce & Relations (EL-COR),3,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90
4,Product Knowledge Minipack Indihome,Commerce & Relations (EL-COR),22,91.46,92.90,92.61,92.61,91.46,93.55,92.75,93.89,93.62,93.40,92.83,92.90,92.83
4,Product Knowledge OTT Catchplay,Commerce & Relations (EL-COR),14,95.56,95.16,96.25,95.16,95.56,95.56,94.67,94.84,95.56,94.84,94.84,94.84,95.24
4,Product Knowledge OTT HOOQ IndiHome,Commerce & Relations (EL-COR),9,92.22,93.68,93.68,93.68,92.97,93.89,93.14,93.68,93.14,92.97,93.14,92.97,93.26
4,Product Knowledge Ott Iflix Indihome,Commerce & Relations (EL-COR),6,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
4,Product Knowledge Panduan Pelanggan Self Service Troubleshooting Indihome,Commerce & Relations (EL-COR),3,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14,97.14
4,Product Knowledge Usee TV Advertising,Commerce & Relations (EL-COR),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
4,Product Knowledge UseeTV GO,Commerce & Relations (EL-COR),11,93.62,92.61,92.00,92.61,93.04,94.17,92.61,92.61,93.19,92.61,93.19,92.61,92.91
4,Product Knowledge UseeTV.com,Commerce & Relations (EL-COR),4,94.12,96.67,96.67,96.67,94.12,97.89,97.89,94.12,97.89,94.12,97.89,96.67,96.23
4,Spiritual (Islam) Bekerja Lillah,Commerce & Relations (EL-COR),40,90.64,91.32,90.44,91.32,90.83,91.71,91.29,91.62,92.17,91.32,91.59,91.14,91.28
4,Account Profile-Ticares,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Aplikasi Layanan WEB 2.0,Digital & ICT (EL-DIC),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
4,Basic Customer Retention,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Basic Interconection,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Big Data,Digital & ICT (EL-DIC),48,92.22,92.18,91.65,92.18,92.22,93.33,93.56,92.22,93.14,92.60,92.97,92.24,92.54
4,BLOCKCHAIN,Digital & ICT (EL-DIC),21,89.51,90.12,90.12,90.12,89.51,91.40,91.06,90.12,91.40,89.51,90.48,90.12,90.29
4,Bonum,Digital & ICT (EL-DIC),128,92.48,92.91,93.48,93.00,92.42,93.76,93.14,92.52,93.37,92.53,92.87,92.71,92.93
4,Border Gateway Protocol,Digital & ICT (EL-DIC),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
4,Business Continuity Management,Digital & ICT (EL-DIC),5,92.00,92.00,94.12,94.12,92.00,94.55,92.00,92.00,93.33,92.00,93.33,92.00,92.79
4,Cloud Computing,Digital & ICT (EL-DIC),28,91.05,91.05,90.80,91.48,90.44,90.00,91.23,90.62,90.97,91.48,90.09,90.45,90.81
4,Cloud Computing Best Practice,Digital & ICT (EL-DIC),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Cloud Computing Fundamental,Digital & ICT (EL-DIC),1,80.00,80.00,80.00,80.00,80.00,80.00,70.00,80.00,80.00,80.00,80.00,70.00,78.33
4,Collection & Legal,Digital & ICT (EL-DIC),2,90.00,90.00,90.00,90.00,90.00,90.00,90.00,85.71,90.00,90.00,90.00,90.00,89.64
4,Customer Experience Transformation,Digital & ICT (EL-DIC),398,92.39,92.81,92.78,92.93,92.22,93.41,93.17,92.41,93.49,92.52,93.18,92.95,92.86
4,CX Transformation Program Behavior Skill Technician Assurance,Digital & ICT (EL-DIC),11,95.22,93.64,96.67,96.67,95.22,96.67,95.22,96.17,96.67,94.78,95.74,94.67,95.61
4,CX Transformation Program Behavior Skill Technician Fulfillment,Digital & ICT (EL-DIC),11,93.48,93.48,92.44,92.44,92.44,92.44,92.44,92.68,92.61,93.48,92.44,93.48,92.82
4,CYBER SECURITY 2,Digital & ICT (EL-DIC),21,90.12,90.12,90.49,90.12,90.12,90.73,91.08,90.12,90.73,90.73,89.50,90.12,90.33
4,Dasar-dasar Perintah Linux,Digital & ICT (EL-DIC),3,91.67,91.67,91.67,91.67,91.67,88.00,88.00,91.67,91.67,91.67,89.09,91.67,90.84
4,Data Analytics,Digital & ICT (EL-DIC),4,89.33,83.08,83.08,89.33,85.71,89.33,85.71,88.57,83.08,85.71,85.71,85.71,86.2
4,Design Thinking,Digital & ICT (EL-DIC),23,91.61,93.67,92.84,93.61,92.13,91.96,92.17,91.83,92.26,92.13,92.26,92.84,92.44
4,Design Thinking (E-Learning),Digital & ICT (EL-DIC),14,90.00,91.93,91.93,91.43,90.00,91.27,91.27,90.00,91.93,90.00,91.79,91.43,91.08
4,DigiERP,Digital & ICT (EL-DIC),20,91.25,92.20,91.50,92.31,91.25,90.40,90.00,91.25,90.00,91.25,90.91,90.54,91.07
4,Digitoc,Digital & ICT (EL-DIC),1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
4,Do and Dont The Tellin Way,Digital & ICT (EL-DIC),2,85.71,85.71,85.71,85.71,85.71,90.00,90.00,90.00,85.71,85.71,90.00,90.00,87.5
4,e-Media & Edutainment Basic 1 - Portal Business Overview & Roadmap,Digital & ICT (EL-DIC),2,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56
4,e-Media & Edutainment Basic 3 Digital Content & Media Landscape,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,E-Payment Fundamental,Digital & ICT (EL-DIC),4,92.94,88.57,88.57,84.62,91.25,90.67,89.33,91.25,87.14,91.25,84.62,81.67,88.49
4,Enterprise Community,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Fintech (Financial Technology),Digital & ICT (EL-DIC),32,91.16,91.54,90.78,91.91,91.01,92.48,92.33,91.97,91.16,92.48,92.33,92.27,91.79
4,Global Digital Hub (GDH) Movement,Digital & ICT (EL-DIC),4,89.33,94.12,92.50,91.67,92.50,96.67,94.12,92.50,94.12,92.50,94.12,91.25,92.95
4,Grounding System,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,How To Be A Great Follower,Digital & ICT (EL-DIC),3,87.27,97.14,90.00,90.00,87.27,97.14,93.85,87.27,97.14,87.27,90.91,93.85,91.59
4,HTML & CSS,Digital & ICT (EL-DIC),8,93.53,94.86,92.12,93.53,92.73,94.12,91.25,94.86,94.12,90.32,91.25,94.12,93.07
4,ICND Basic 1,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,ICND Basic 2,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,IndiBox untuk Frontliner & Assurance,Digital & ICT (EL-DIC),3,95.38,95.38,95.38,95.38,95.38,95.38,91.67,95.38,91.67,95.38,95.38,91.67,94.45
4,IndiBox untuk TAM,Digital & ICT (EL-DIC),3,95.38,95.38,95.38,95.38,95.38,97.14,95.38,95.38,95.38,95.38,95.38,95.38,95.53
4,IndiBox untuk Teknisi,Digital & ICT (EL-DIC),5,93.33,91.58,91.58,91.58,92.00,94.55,93.00,93.33,94.55,92.00,93.00,93.00,92.79
4,IndiSmart – Marketing,Digital & ICT (EL-DIC),3,100.00,100.00,100.00,100.00,100.00,93.85,100.00,100.00,97.14,100.00,97.14,100.00,99.01
4,IndiSmart – Non Marketing,Digital & ICT (EL-DIC),5,94.55,94.55,94.55,93.33,94.55,94.55,94.55,94.55,94.55,96.52,94.55,94.55,94.61
4,Instalasi & Setting Wifi ONT,Digital & ICT (EL-DIC),16,96.76,97.14,97.60,97.03,96.44,97.33,97.03,96.44,97.33,97.03,97.03,96.44,96.97
4,Internet of Things (IoT),Digital & ICT (EL-DIC),390,91.60,92.36,92.08,92.36,91.68,92.64,92.34,91.65,92.53,91.79,92.01,92.36,92.12
4,Introduction to PRIME,Digital & ICT (EL-DIC),4,83.08,80.00,80.00,80.00,83.08,80.00,80.00,83.08,80.00,83.08,80.00,80.00,81.03
4,Introduction to UI-UX,Digital & ICT (EL-DIC),3,95.38,97.14,95.38,97.14,95.38,95.38,100.00,95.38,97.14,95.38,97.14,97.14,96.5
4,Konsep Dasar Strategi & Manajemen Strategis,Digital & ICT (EL-DIC),39,91.82,91.76,91.68,92.19,91.82,91.52,92.16,92.00,92.74,92.11,92.47,91.51,91.98
4,MACHINE LEARNING 2,Digital & ICT (EL-DIC),24,89.89,89.68,90.83,90.21,88.79,90.93,90.21,90.21,90.53,90.21,90.11,90.53,90.18
4,Marketing Strategy,Digital & ICT (EL-DIC),4,100.00,97.89,100.00,97.89,96.67,100.00,100.00,97.89,100.00,100.00,100.00,97.89,99.02
4,Mengatasi Pelanggan yang Sulit,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Modern Market Channel Management,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Multiskill OSP,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,NeuCentrIX,Digital & ICT (EL-DIC),344,91.34,91.59,91.27,91.58,91.26,91.29,91.23,91.49,91.36,91.44,91.39,91.53,91.4
4,NG-PON2,Digital & ICT (EL-DIC),80,93.49,93.01,92.09,93.23,92.91,92.68,92.99,93.03,93.75,92.99,92.64,92.15,92.91
4,Operasi dan Pemeliharaan i-ODN,Digital & ICT (EL-DIC),5,91.00,90.00,91.00,94.55,91.00,92.38,90.00,91.00,92.38,93.33,90.00,92.38,91.59
4,Overview OSP FTTH,Digital & ICT (EL-DIC),422,93.13,93.57,93.39,93.34,92.94,93.43,93.38,92.98,94.07,93.40,93.41,92.97,93.33
4,Pelabelan Perangkat OLT Dan FTM,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,100.00,100.00,100.00,100.00,91.67
4,Pelabelan Segmen Distribusi,Digital & ICT (EL-DIC),16,91.52,91.08,91.08,91.08,91.52,92.38,92.24,91.08,91.52,91.52,91.52,91.08,91.47
4,Pengantar Broadband Service,Digital & ICT (EL-DIC),20,85.80,85.29,85.59,85.29,85.29,85.80,85.29,85.29,85.80,85.80,85.80,84.78,85.49
4,Pengantar IOAN,Digital & ICT (EL-DIC),8,94.29,92.94,94.29,94.29,92.94,92.94,94.29,92.94,94.29,94.29,94.29,92.94,93.73
4,Pengantar Komunikasi Satelit,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Pengantar Next Generation Network (NGN),Digital & ICT (EL-DIC),1,80.00,70.00,70.00,70.00,80.00,60.00,60.00,80.00,60.00,80.00,60.00,70.00,70
4,Pengantar Perencanaan Broadband Access Network,Digital & ICT (EL-DIC),11,90.70,91.36,90.00,90.00,90.00,90.00,90.00,89.27,90.00,91.16,90.70,90.70,90.32
4,Pengantar Teknologi Jaringan VSAT,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Pengantar Teknologi Komunikasi Satelit,Digital & ICT (EL-DIC),2,95.56,92.50,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.56,95.31
4,Prinsip Mengenal Nasabah Delima,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Product Indihub,Digital & ICT (EL-DIC),4,91.25,91.25,92.94,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.25,91.39
4,Product Knowledge Indihome,Digital & ICT (EL-DIC),494,93.50,93.33,93.16,93.10,92.96,93.11,93.60,93.28,93.77,93.41,93.42,93.03,93.31
4,Product Knowledge MVNO,Digital & ICT (EL-DIC),3,91.67,91.67,93.85,91.67,91.67,91.67,91.67,91.67,93.85,91.67,91.67,91.67,92.03
4,Product Management,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Produk ASTINET,Digital & ICT (EL-DIC),51,90.89,92.08,92.08,91.37,90.65,92.38,92.21,91.03,92.38,91.27,91.41,92.54,91.69
4,Produk DigiClinic,Digital & ICT (EL-DIC),65,92.59,92.94,93.24,93.60,92.21,93.76,93.24,92.67,93.16,92.52,93.93,93.04,93.08
4,Produk DigiConnect,Digital & ICT (EL-DIC),11,96.00,95.10,96.00,95.10,95.10,95.10,94.58,95.10,96.00,95.10,95.10,95.10,95.28
4,Produk DigiERP,Digital & ICT (EL-DIC),22,92.61,93.62,93.89,93.83,92.61,94.32,93.55,93.62,95.05,93.12,94.58,92.95,93.65
4,Produk DigiHotel,Digital & ICT (EL-DIC),147,90.81,90.58,91.50,91.10,90.19,92.33,91.31,90.95,91.34,91.08,91.74,90.63,91.13
4,Produk Global Link,Digital & ICT (EL-DIC),4,97.89,97.89,97.89,97.89,100.00,97.89,97.89,97.89,97.89,100.00,97.89,97.89,98.24
4,Produk Hosted PBX,Digital & ICT (EL-DIC),17,91.43,91.59,92.39,90.88,91.01,91.01,91.34,90.72,92.11,91.43,91.43,91.71,91.42
4,Produk HSI (High Speed Internet),Digital & ICT (EL-DIC),50,91.57,92.21,92.57,91.61,90.95,93.02,93.02,91.75,93.24,91.84,93.02,91.65,92.2
4,Produk IT Tools Support for IOAN,Digital & ICT (EL-DIC),95,91.66,91.09,91.94,91.63,91.02,91.19,90.28,91.35,92.34,91.38,90.68,90.56,91.26
4,Produk MangoeSky,Digital & ICT (EL-DIC),34,94.01,94.21,94.69,93.89,93.84,94.31,93.57,93.70,94.79,94.01,93.94,93.89,94.07
4,Produk Metro Ethernet,Digital & ICT (EL-DIC),20,92.94,92.62,92.94,92.62,92.94,92.62,92.62,92.94,92.94,92.94,92.62,92.53,92.77
4,Produk Metro Ethernet,Digital & ICT (EL-DIC),15,91.48,91.15,91.94,91.15,91.48,91.15,90.17,91.48,90.67,91.48,91.15,91.00,91.19
4,Produk QREN,Digital & ICT (EL-DIC),2,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80
4,Produk Sakoo,Digital & ICT (EL-DIC),6,91.67,89.57,91.67,91.67,89.57,92.80,91.67,91.67,92.80,91.67,91.67,89.57,91.33
4,Produk SATU,Digital & ICT (EL-DIC),57,91.95,91.81,93.03,92.66,91.01,92.89,92.16,92.39,92.49,91.93,93.11,91.50,92.24
4,Produk SIP Trunking,Digital & ICT (EL-DIC),22,92.61,93.12,93.78,93.40,92.61,93.33,93.10,92.61,92.31,93.12,93.33,92.83,93.01
4,Produk SL WDM,Digital & ICT (EL-DIC),2,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.50,92.5
4,Produk SLI 007,Digital & ICT (EL-DIC),26,92.84,92.91,92.66,92.22,92.41,92.91,93.09,92.41,92.66,92.78,93.09,92.66,92.72
4,Produk SLJJ,Digital & ICT (EL-DIC),11,94.58,94.58,93.62,94.58,94.58,93.62,94.58,93.62,95.10,93.62,93.62,93.62,94.14
4,Produk Specific Content Connectivity,Digital & ICT (EL-DIC),3,97.14,93.85,93.85,93.85,97.14,91.67,93.85,97.14,97.14,97.14,91.67,93.85,94.86
4,Produk Virtual Local Number,Digital & ICT (EL-DIC),36,91.89,92.08,92.89,92.72,91.56,93.51,93.03,91.89,92.21,91.23,93.20,92.08,92.36
4,Produk VPN IP,Digital & ICT (EL-DIC),17,89.39,91.88,92.68,90.30,90.59,90.15,90.75,89.85,91.88,90.15,92.57,91.76,91
4,Produk VPN IP,Digital & ICT (EL-DIC),32,90.87,90.58,91.27,90.88,90.87,91.72,91.36,90.87,91.72,90.87,91.75,90.82,91.13
4,Produk WiFi,Digital & ICT (EL-DIC),92,91.91,92.10,92.23,91.83,91.84,91.73,91.46,91.79,92.27,91.76,91.83,91.76,91.88
4,PT - 2 Project,Digital & ICT (EL-DIC),6,92.80,93.85,93.85,93.85,92.80,93.85,93.85,92.80,93.85,92.80,93.85,93.85,93.5
4,Quick Guide Instalasi PT-2,Digital & ICT (EL-DIC),221,92.26,92.40,92.43,92.21,92.32,91.72,91.74,92.61,92.73,92.44,91.66,92.10,92.22
4,Revenue Models,Digital & ICT (EL-DIC),3,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84
4,Routing Information Protocol,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Sales Force Management,Digital & ICT (EL-DIC),4,94.12,94.12,92.50,95.38,94.12,92.50,94.12,95.38,92.50,94.12,92.50,94.12,93.79
4,Sales Plan and Control 1 (Bilingual),Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Sales Plan and Control 2,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,SAP S/4 Hana,Digital & ICT (EL-DIC),5,86.67,88.42,92.38,88.42,86.67,93.33,89.47,86.67,91.00,88.42,89.47,86.67,88.97
4,Segmentation,Digital & ICT (EL-DIC),47,90.54,91.43,93.17,91.85,90.53,93.50,93.20,91.08,93.73,91.23,93.27,92.23,92.15
4,Service Delivery Platform,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Service Delivery Platform Part II,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Service Excellence,Digital & ICT (EL-DIC),2,85.71,90.00,90.00,90.00,85.71,90.00,90.00,85.71,90.00,85.71,90.00,90.00,88.57
4,SIIS 3.0 - Modul 1 - SIIS,Digital & ICT (EL-DIC),8,94.29,93.53,93.53,94.29,94.29,92.94,94.29,93.53,95.56,93.53,94.29,94.29,94.03
4,SIIS 3.0 - Modul 2 - Menu SIIS,Digital & ICT (EL-DIC),4,92.94,91.25,91.25,92.94,91.25,92.94,92.94,91.25,92.94,92.94,92.94,92.94,92.38
4,SIIS 3.0 - Modul 3 - Menu Layer List dan Assurance,Digital & ICT (EL-DIC),3,91.67,91.67,91.67,91.67,93.85,93.85,91.67,91.67,93.85,91.67,93.85,91.67,92.4
4,SIIS 3.0 - Modul 4 - Tips and Trick,Digital & ICT (EL-DIC),6,95.56,94.62,94.62,95.56,94.62,95.56,95.56,94.62,95.56,95.56,95.56,94.62,95.17
4,SIIS 3.0 - Modul 5 - Menu Help Desk,Digital & ICT (EL-DIC),6,96.30,97.14,96.30,97.14,97.14,97.14,97.14,96.30,96.30,96.30,97.14,96.30,96.72
4,Sistem Komunikasi Wireless Vol 1,Digital & ICT (EL-DIC),3,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38,95.38
4,Sistem Telekomunikasi Vol 1,Digital & ICT (EL-DIC),93,93.89,93.47,92.80,93.00,93.39,92.53,93.06,93.68,93.58,93.19,93.35,92.83,93.23
4,Software Defined Networking,Digital & ICT (EL-DIC),15,91.48,91.80,91.80,91.00,92.26,91.48,93.44,90.67,90.00,91.48,93.85,90.53,91.65
4,Targetting,Digital & ICT (EL-DIC),1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Teknologi GPON,Digital & ICT (EL-DIC),149,92.71,92.86,92.38,92.49,92.94,92.30,92.03,93.23,92.96,92.85,92.62,92.88,92.69
4,Teknologi WiFi,Digital & ICT (EL-DIC),105,90.45,89.97,90.49,90.60,90.30,89.95,89.18,90.88,90.42,90.70,90.00,90.68,90.3
4,Telkom VPN IP Bisnis for AM,Digital & ICT (EL-DIC),2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100
4,Transmisi Serat Optik 2,Digital & ICT (EL-DIC),4,89.33,92.86,86.67,92.86,89.33,86.67,86.67,89.33,86.67,89.33,86.67,92.86,89.1
4,UI UX,Digital & ICT (EL-DIC),8,92.73,93.33,92.73,92.73,91.25,95.43,93.53,93.53,93.53,91.88,90.32,94.86,92.99
4,UX Process,Digital & ICT (EL-DIC),11,88.78,91.82,92.68,93.33,88.78,90.70,91.82,91.36,92.00,90.70,91.36,90.70,91.17
4,Virtual Local Number,Digital & ICT (EL-DIC),8,87.59,87.59,87.59,87.59,87.59,87.59,87.59,87.59,87.59,87.59,87.59,87.59,87.59
